firm,ipo_date,ticker,CUSIP,CRSP perm,post-issue shares,dual dum,Founding,Rollup dum
Discus,19850801,DISC,25468000,87346,2000000,0,1983,0
DISPLAY COMPONENTS,19840702,DSCM,25469510,87354,1378000,0,1971,0
DISTRIBUTED LOGIC,19830602,DLOG,25490610,30227,2360000,0,1977,0
Diversa Corp,20000214,DVSA,255064107,87601,33045060,0,1992,0
Diversco,19870427,DVRS,255084105,11276,1368672,0,1970,0
Diversified Human Resources,19851121,HIRE,25525000,87362,1600000,0,1977,0
DivX Inc,20060921,DIVX,255413106,91464,33431417,0,2000,0
DJ Orthopedics Inc,20011115,DJO,23325G10,89224,17855566,0,1982,0
DNX,19911211,DNXX,233239102,77170,7909708,0,1988,0
Docent Inc,20000929,DCNT,25608L106,88624,39811000,0,1997,0
DOCUMATION,19760708,,25614510,59723,2861500,0,1970,.
Document Imaging Systems,19921208,DCSR,256146101,78924,0,0,1986,0
Documentum,19960205,DCTM,256159104,83130,13473054,0,1990,0
Dolby Laboratories Inc,20050216,DLB,25659T107,90550,101487135,1,1965,0
Dole Food Co Inc,20091022,DOLE,256603101,93056,87425000,0,1851,0
Domain Technology,19870814,DOMN,257030106,11605,7300384,0,1981,0
Domino's Pizza Inc,20040712,DPZ,25754A201,90248,68653626,0,1960,0
Donnelly,19880405,DON,257870105,75288,5513040,1,1905,0
Dorel Industries Inc,19980507,DIIBF,25822C205,86061,13653471,0,1962,0
Dorsey Trailers,19940728,DSYT,258440106,80745,5000000,0,1911,0
Double-Take Software,20061215,DBTK,258598101,91662,20502779,0,1991,0
DoubleClick Inc,19980220,DCLK,258609304,85816,15364000,0,1996,0
Douglas Dynamics Inc,20100505,PLOW,25960R10,93372,21256253,0,1948,0
DOV Pharmaceutical Inc,20020425,DOVP,25985810,89352,14988559,0,1995,0
DOW B. HICKAM,19840418,DBHI,42868110,41815,2187000,0,1961,0
Doxsee Food,19851127,DXSE,26122600,87397,2900000,0,1961,0
Dreamworks Animation Inc,20041027,DWA,26153C103,90374,109486967,1,1994,0
DRECO ENERGY,19801203,DRESF,26152810,62535,9021000,0,1950,0
Dresser-Rand Co,20050804,DRC,261608103,90831,85444887,0,1840,0
DREYER'S ICE CREAM,19810611,DRYR,26187810,30780,2494000,0,1928,0
Dril-Quip Inc,19971022,DRQ,262037104,85424,16870000,0,1981,0
Drilex,19960702,DRLX,262044100,83746,6392422,0,1994,0
Drugstore.com Inc,19990728,DSCM,26224110,87105,42346555,0,1998,0
Drypers,19940311,DYPR,262497209,80324,5903865,0,1987,0
DSET Corp,19980313,DSET,262504103,85867,9750092,0,1989,0
DSG International,19920305,DSGIF,G28471103,78751,7990000,0,1973,0
DSP Group,19940210,DSPG,23332B10,80236,8217174,0,1987,0
DSP Technology,19851230,DSPT,23332100,87143,2272846,0,1982,0
DST SYSTEMS,19830316,DSTS,233325109,28266,9750000,0,1968,0
DST Systems Inc.,19951101,DST,233326107,83186,50000000,0,1968,0
DSW Inc,20050628,DSW,23334L102,90751,43974542,1,1969,0
DT Industries Inc,19940415,DTII,23333J108,80443,9000000,0,1949,0
DTM Corp,19970502,DTMC,23333L103,84802,6095582,0,1987,0
DuPont Photomasks,19960613,DPMI,26613X101,83650,14498007,0,1988,0
DUQUESNE SYSTEMS,19840119,DUQN,265900100,30884,2084000,0,1970,0
Dura Automotive Systems,19960814,DRRA,265903104,83860,8297712,1,1990,0
Dura Pharmaceuticals,19920206,DURA,26632S109,77325,7066181,0,1981,0
Duracraft,19931026,DUCR,266332105,79687,5350000,0,1989,0
DURAKON INDUSTRIES,19840823,DRKN,26633410,30892,3574000,0,1979,0
DURALITH,19810324,DRLH,26634010,30905,1218000,0,1942,0
Duramed Pharmaceuticals,19860923,DRMD,266354109,10685,2347973,0,1982,0
Duratek,19860129,DRTK,266582105,75491,3950000,0,1982,0
DURECT Corp,20000927,DRRX,266605104,88626,45810710,0,1998,0
Dyax Corp,20000814,DYAX,2.67E+107,88516,18100000,0,1989,0
DynaGen,19900810,DYGN,267917102,76342,9500000,0,1988,0
Dynamex,19960813,DYMX,26784F103,83861,5857000,0,1992,0
Dynasty Classics,19900503,DNST,268127107,76167,7959400,0,1986,0
Dynavax Technologies,20040219,DVAX,268158102,90029,24573756,0,1996,0
DynaVox Inc,20100422,DVOX,26817F10,93351,29826648,1,1993,0
DynCorp International Inc,20060503,DCP,26817C101,91216,57000000,0,1951,0
DYSAN,19810127,DYSN,26817910,31131,13715298,0,1972,0
e-NET Inc,19970407,ETEL,268745106,84731,5750000,0,1995,0
E-Stamp Corp,19991008,ESTM,269154100,87319,30425000,0,1997,0
E-Tek Dynamics Inc,19981201,ETEK,26924010,86540,61430726,0,1983,0
E-Z-EM INC.,19831020,EZEM,26930510,31318,5246000,0,1962,0
E.piphany Inc,19990921,EPNY,26881V100,87228,25231790,0,1997,0
E*Trade Group,19960816,EGRP,269246104,83862,29398028,0,1982,0
E2open Inc,20120725,EOPN,29788A104,13526,24928796,0,2003,0
"EA Engineering, Science",19861031,EACO,267911105,10800,2508400,0,1973,0
Eagle Pharmaceuticals,20140212,EGRX,269796108,14456,13918742,0,2007,0
Eagle Test Systems Inc,20060308,EGLT,270006109,91158,20641535,0,1976,0
EarthLink Network Inc,19970121,ELNK,270322100,84418,8022724,0,1994,0
EarthWeb Inc,19981110,EWBX,27032C108,86425,7901279,0,1996,0
Easco,19950413,ESCO,2.70E+107,81552,10243144,0,1919,0
Easco Hand Tools,19870515,TOOL,270332109,11331,14000000,0,1937,0
Easel,19900809,EASL,270334105,76256,4631578,0,1981,0
EasTek,19870310,ESTK,276167103,11158,3335242,0,1986,0
eBay Inc,19980924,EBAY,278642103,86356,39739524,0,1995,0
ECCS Inc,19930614,ECCS,26825H100,79260,3935000,0,1980,0
Echelon Corp,19980727,ELON,27874N105,86260,24238232,0,1988,0
EchoStar Communications,19950620,DISH,278762109,81696,37543801,1,1993,0
Eclipse Surgical Technologies,19960531,ESTI,278849104,83500,15680125,0,1989,0
Eclipsys Corp,19980806,ECLP,278856109,86323,19604000,0,1995,0
Ecogen,19870618,ECN,278864103,75055,6702933,0,1983,0
eCollege.com,19991214,ECLG,2.79E+104,87521,14362000,0,1996,0
Ecomat,19961210,ECMT,27889C102,84304,3600000,0,1995,0
EcoScience,19920205,ECSC,279218101,77321,6096562,0,1982,0
ECtel Inc,19991026,ECTX,M29925100,87317,12062500,0,1990,0
Edac Technologies,19850924,EDAC,27928500,87514,3100000,0,1985,0
Edelbrock,19941019,EDEL,279434104,80973,5000000,0,1938,0
EDEN Bioscience Corp,20000926,EDEN,279445100,88627,22733000,0,1994,0
Edgar Online Inc,19990526,EDGR,279765101,86890,10171290,0,1995,0
Edge Therapeutics Inc,20151001,EDGE,279870109,15784,27496401,0,2009,0
Edify,19960502,EDFY,280599101,83497,15556938,0,1989,0
Edison Control,19860730,EDCO,280883109,10536,2050000,0,1986,0
Editas Medicine Inc,20160203,EDIT,28106W103,15937,35699538,0,2013,0
Educate Inc,20040922,EEEE,28138P100,90357,44824474,0,1979,0
Education Management,19961030,EDMC,28139T101,84075,17510630,0,1989,0
Education Management Corp,20091001,EDMC,28140M103,93080,139770277,0,1962,0
Educational Insights,19940415,EDIN,28148T100,80444,6900000,0,1962,0
Efficient Networks Inc,19990715,EFNT,28205610,87065,36165000,0,1993,0
eFunds Corp,20000626,EFDS,28224R101,88338,45500000,0,1984,0
eGain Communications,19990923,EGAN,28225C103,87227,26559178,0,1997,0
Egalet,20140206,EGLT,28226B104,14455,14657503,0,2013,0
EIKONIX,19811202,KONX,28256010,31721,2475000,0,1968,0
EIL INSTRUMENTS,19810408,EILI,26852610,31203,1455000,0,1970,0
EL CHICO CORPORATION,19830630,ELCH,28287610,31748,3100000,0,1940,0
El Paso Natural Gas,19920312,EPG,283695872,77481,36421731,0,1928,0
ELAN PHARMACEUTICAL RESEARCH,19820119,EPRC,28413210,31801,1411000,0,1981,0
Elantec Semiconductor,19951011,ELNT,284155108,82485,8258321,0,1983,0
Elastic Networks Inc,20000928,ELAS,284159100,88628,31300000,0,1998,0
Elbit Vision Systems,19960703,EVSN,M37576101,83750,10666667,0,1994,0
Elcotel,19861118,ECTL,284447109,10863,3400000,0,1985,0
Eldec,19860625,ELDC,284452109,10414,5152241,0,1956,0
Electric Fuel,19940223,EFCX,284871100,80237,8502365,0,1990,0
Electric Lightwave Inc,19971124,ELIX,28489510,85544,49165000,1,1986,0
ELECTRO SCIENTIFIC,19831018,ESIO,28522910,32054,5371000,0,1953,0
ELECTRO-BIOLOGY,19810218,EBII,28506010,31975,2217000,0,1975,0
Electro-Optical Sciences Inc,20051028,MELA,285192100,90955,10513164,0,1989,0
ElectroCom Automation,19920130,ECA,285294104,77303,26500000,0,1981,0
Electroglas,19930624,EGLS,285324109,79262,6800000,0,1963,0
Electromed Inc,20100813,ELMD,28540910,12078,7887885,0,1992,0
Electronic Arts,19890920,ERTS,285512109,75828,9239456,0,1982,0
Electronic Data Technologies,19871008,EDAT,285664108,11769,3500000,0,1987,0
Electronic Information Systems,19920710,EISI,285738100,77774,5124470,0,1980,0
Electronic Retailing Systems,19930430,ERSI,285825105,79086,11521300,0,1989,0
Electronics for Imaging,19921002,EFII,286082102,77971,8924505,0,1988,0
Electropharmacology,19950512,EPHI,286128103,81613,2878529,0,1990,0
Electroscope,19960625,ESCP,286135108,83654,5291005,0,1991,0
Electrostar,19951220,ESTR,286164108,82696,7374997,0,1994,0
Eleven Biotherapeutics,20140206,EBIO,286221106,14452,15393713,0,2008,0
Elexis,19870227,ELEX,286268107,11142,2238227,0,1980,0
Ellett Brothers,19930609,ELET,288398100,79263,4700000,0,1933,0
Ellie Mae Inc,20110414,ELLI,28849P100,12645,20400134,0,1997,0
Eloqua Inc,20120802,ELOQ,290139104,13551,32037514,0,2006,0
Elsag Bailey,19931118,EBY,N2925S101,79929,19340000,0,1916,0
Eltek Ltd,19970122,ELTK,M40184109,84419,4730700,0,1970,0
Eltrax Systems,19921208,ELTX,290375104,78145,3244893,0,1984,0
Eltron International,19940209,ELTN,290382100,80238,2600000,0,1991,0
Emageon Inc,20050209,EMAG,29076V109,90592,20382992,0,1998,0
Embarcadero Technologies Inc,20000419,EMBT,290787100,88157,25720489,0,1993,0
Embrex,19911107,EMBX,290817105,77099,3707054,0,1985,0
EMC,19860404,EMCS,268648102,10147,14173448,0,1979,0
Emcore Corp,19970306,EMKR,290846104,84607,5494461,0,1984,0
Emergent BioSolutions Inc,20061114,EBS,29089Q105,91571,27420404,0,1998,0
Emerging Markets,19931221,EMG,290921105,80081,14007169,0,1993,0
EMPIRE OF CAROLINA,19791206,EMP,29200710,61540,1079000,0,1939,.
EMULEX,19810326,EMLX,29247510,32540,2236000,0,1979,0
Emultek,19980707,EMU,M4052N104,86234,10185022,1,1993,0
Enamelon,19961024,ENML,292499100,84077,6899351,0,1992,0
Enanta Pharmaceuticals Inc,20130320,ENTA,29251M106,13825,17900000,0,1995,0
ENCAD,19931216,ENCD,292503109,79962,5140320,0,1981,0
EnClean,19890419,ENCL,292542107,75743,2278580,0,1984,0
Encore Computer,19850410,ENCC,29255500,87573,22521809,0,1983,0
Encore Wire,19920716,WIRE,292562105,77785,5851150,0,1989,0
Endocardial Solutions Inc,19970319,ECSI,292962107,84605,8009031,0,1992,0
Endocyte Inc,20110204,ECYT,29269A102,12575,27702357,0,1995,0
Endosonics,19920304,ESON,29264K105,77387,8899434,0,1984,0
"ENDOTRONICS, INC.",19830721,ENDO,29264410,32620,1657000,0,1968,0
EndoVascular Technologies,19960207,EVTI,292956109,83136,8087343,0,1989,0
EndWave Corp,20001017,ENWV,29264A107,88727,32500000,0,1991,0
Energous,20140328,WATT,29272C103,14556,8821391,0,2012,0
Energy Biosystems,19930312,ENBC,29265L102,78965,9372854,0,1989,0
Energy Partners Ltd,20001101,EPL,29270U105,88817,27140000,0,1998,0
Energy Recovery Inc,20080701,ERII,29270J100,92753,47917474,0,1992,0
Energy Research,19920625,ERCC,2.93E+104,77699,3610000,0,1969,0
EnergySolutions Inc,20071114,ES,292756202,92389,87000000,0,1988,0
EnerNOC Inc,20070517,ENOC,292764107,92038,17408104,0,2001,0
EnerSys Inc,20040729,ENS,29275Y102,90249,45945559,0,1914,0
Engage Technologies Inc,19990720,ENGA,292827102,87106,46912000,0,1995,0
Engineered Support Systems,19850821,EASI,29286600,87581,2520000,0,1982,0
ENGINEERED SYSTEMS,19840509,ESDC,29286810,67221,1860000,0,1958,0
Engineering Animation,19960228,EAII,292872108,83134,4694547,0,1988,0
Enphase Energy Inc,20120329,ENPH,29355A107,13323,39290870,0,2006,0
ENSECO,19850627,NCCO,29356T10,87600,2108000,0,1973,0
EnSys Environmental Products,19931020,ENSY,293598108,79689,5643263,0,1987,0
Entegris Inc,20000710,ENTG,29362U104,88439,67010000,0,1966,0
Entellus Medical Inc,20150129,ENTL,29363K105,15176,18333524,0,2006,0
EnteroMedics Inc,20071114,ETRM,29365M109,92433,16309113,0,2002,0
Enterprise Systems,19951020,ESIX,293797106,82487,7028589,0,1981,0
EntreMed,19960611,ENMD,29382F103,83651,11994003,0,1991,0
Entropic Communications Inc,20071206,ENTR,29384R105,92460,67614775,0,2001,0
Entrust Technologies Inc,19980817,ENTU,293848107,86324,33672040,0,1994,0
Envirogen,19920811,ENVG,294040100,77844,5920000,0,1988,0
Environmental Elements,19900713,NLCO,293940102,76222,6837613,0,1946,0
Environmental Power,19870127,POWR,29406L102,11048,5476450,0,1982,0
Environmental Technologies,19921217,EVTC,293961108,78146,2781250,0,1989,0
Envirosafe Services,19870505,ENVI,293920104,11294,3750000,0,1972,0
Envirotest Systems Corp,19930331,ENVI,29409W105,79084,15993319,1,1990,0
Envivio Inc,20120424,ENVI,29413T106,13374,26657728,0,2000,0
Envoy,19910523,ENVY,293944104,76665,10376990,0,1981,0
ENZO BIOCHEM,19800612,ENZO,29410010,33209,1235000,0,1976,0
Enzymatics,19920514,ENZY,293951109,77610,5717504,0,1985,0
Enzymotec Ltd,20130927,ENZY,M4059L101,14157,20884320,0,1998,0
Eon Labs Inc,20020523,ELAB,2.94E+14,89389,42739629,0,1992,0
EP MedSystems,19960621,EPMD,26881P103,83653,7587253,0,1993,0
EP Technologies,19930805,EPTK,268913100,79484,8666395,0,1987,0
Epic Design Technology,19941026,EPIC,29425G100,80976,5462854,0,1986,0
Epigen,19911210,EPIG,294259106,77215,4386668,0,1987,0
Epitope,19861112,EPTO,294261102,10860,1245812,0,1978,0
EPIX Medical Inc,19970130,EPIX,26881Q101,84420,8289969,0,1988,0
Epizyme Inc,20130530,EPZM,29428V104,13924,28415064,0,2007,0
Epocrates Inc,20110201,EPOC,29429D103,12576,22282384,0,1998,0
Equinix Inc,20000810,EQIX,29444U106,88519,73800000,0,1998,0
Equitrac,19920611,ETRC,294599105,77676,3616600,0,1978,0
Equity Corp,19941019,ECII,294644109,80972,9252250,0,1990,0
Ergo Science,19951214,ERGO,2.95E+110,82695,9768448,0,1990,0
ERO,19920407,EROI,268911104,77503,10125000,0,1978,0
ESC Medical Systems,19960124,ESCM,M40868107,82818,12540453,0,1992,0
Eskimo Pie,19920330,EPIE,296443104,77446,3316478,0,1921,0
eSPEED Inc,19991210,ESPD,296643109,87487,50000000,1,1996,0
Esperion Therapeutics Inc,20000809,ESPR,29664R106,88521,24000000,0,1998,0
Esperion Therapeutics Inc,20130625,ESPR,29664W105,13954,15329305,0,1998,0
ESPRIT SYSTEMS,19831007,ETI,29665610,65576,3678000,0,1983,0
ESS Technology,19951005,ESST,269151106,82488,34830687,0,1970,0
Essef,19870612,ESSF,269145108,11416,4734200,0,1954,0
ESSELTE BUSINESS,19840906,ESB,29668310,66544,19800000,0,1975,0
ESSEX,19811223,ESEX,296744105,33567,1124000,0,1969,0
Essex International,19970417,SXC,297025108,84662,25793956,0,1930,0
Estee Lauder,19951116,EL,518439104,82642,115000000,1,1946,0
Etec Systems,19951024,ETEC,26922C103,82489,16866717,0,1989,0
Etsy Inc,20150416,ETSY,29786A106,15291,110962515,0,2006,0
Euphonix,19950822,EUPH,298416108,82173,5228682,0,1988,0
EuroMed,19960319,EMED,298735101,83258,3000300,0,1994,0
EV Environmental,19930216,EVEN,269262101,78883,1836864,0,1990,0
ev3 Inc,20050616,EVVV,26928A200,90725,48909653,0,2000,0
EVANS & SUTHERLAND,19780907,ESCC,29909610,33612,1024136,0,1968,.
Everbridge Inc,20160916,EVBG,29978A104,16287,26923604,0,2002,0
Everest Medical,19901206,EVMD,299806109,76549,3332551,0,1983,0
Everex Systems,19870723,EVRX,300072105,11549,22591132,0,1983,0
Evergreen Solar Inc,20001101,ESLR,30033R108,88799,14109000,0,1994,0
EverSpin Technologies,20161007,MRAM,30041T104,16392,10580007,0,2008,0
Evoke Pharma,20130925,EVOK,30049G104,14158,5781752,0,2007,0
Evolve Software Inc,20000809,EVLV,30049P104,88522,36555000,0,1995,0
Evolving Systems Inc,19980511,EVOL,30049R100,86062,11025747,0,1985,0
Exa Corp,20120628,EXA,300614500,13454,13193161,0,1991,0
Exabyte,19891019,EXBT,300615101,75834,18713004,0,1985,0
Exact Sciences Corp,20010130,EXAS,30063P10,88863,18640000,0,1995,0
Exactech,19960530,EXAC,3.01E+113,83503,4575350,0,1985,0
Exactis.com Inc,19991119,XACT,30064G104,87431,12070746,0,1996,0
ExactTarget Inc,20120321,ET,30064K105,13294,64476784,0,2000,0
EXAR,19850801,EXAR,30064500,87696,5500000,0,1971,0
Excel Communications,19960510,ECI,300903101,83447,92485549,0,1988,0
EXCEL INDUSTRIES,19840419,EXC,30065710,66149,1986000,0,1935,0
Excel Switching Corp,19971104,XLSW,30067V108,85588,32589600,0,1988,0
Excel Technology,19910513,XLTC,30067T103,77010,3021250,0,1985,0
Excelsior-Henderson Motorcycle,19970723,BIGX,300906104,85163,9878231,0,1993,0
Exchange Applications Inc,19981209,EXAP,300867108,86498,9727000,0,1994,0
Excite Inc,19960403,XCIT,300904109,83431,10770059,0,1994,0
Exel Limited,19910718,XL,G3242A102,76763,43575400,0,1986,0
Exelixis Inc,20000410,EXEL,30161Q104,88159,23622000,0,1994,0
Exide,19931028,EX,302051107,79780,13200000,0,1900,0
ExlService Holdings Inc,20061019,EXLS,302081104,91500,28088676,0,1999,0
Exogen,19950720,EXGN,302092101,81862,9475134,0,1993,0
"EXOVIR, INC.",19830929,XOVR,30211610,33794,2868000,0,1981,0
Expedia Inc,19991109,EXPE,302125109,87388,38200000,0,1996,0
Express Inc,20100512,EXPR,3.02E+14,93373,88735895,0,1980,0
Express Scripts,19920609,ESRX,302182100,77668,7250000,1,1986,0
Extended Systems Inc,19980304,XTND,301973103,85894,9723855,0,1984,0
Extreme Networks,19990408,EXTR,30226D106,86822,47853000,0,1996,0
Eye Technology,19860212,EYTK,301907200,87816,5400000,0,1985,0
F5 Networks Inc,19990604,FFIV,315616102,86964,18627000,0,1996,0
Facebook Inc,20120517,FB,30303M102,13407,2138085037,1,2004,0
FactSet Research Systems,19960627,FDS,303075105,83597,6401065,0,1978,0
FAFCO,19810623,FAFO,30239010,33911,2878000,0,1972,0
Fargo Electronics Inc,20000210,FRGO,30744P102,87606,11766000,0,1979,0
FARO Technologies Inc,19970917,FARO,311642102,85372,9760000,0,1984,0
Faroudja Inc,19971030,FDJA,311643100,85466,11751895,0,1971,0
Farrel,19920117,FARL,311667109,77267,5842106,0,1900,0
Fastnet Corp,20000208,FSST,311877104,87830,14389000,0,1994,0
Fate Therapeutics,20131001,FATE,31189P102,14245,19156609,0,2007,0
Favrille Inc,20050202,FVRL,312088404,90594,20016030,0,2000,0
FaxSav,19961011,FAXX,31210L10,84078,9671180,0,1989,0
"FCS INDUSTRIES, INC.",19840327,FCSI,30290410,34033,4476000,0,1969,0
Featherlite Mfg,19940928,FTHR,313054108,80932,5700000,0,1988,0
FEDERAL EXPRESS CORP,19780412,FDX,31330910,60628,3383829,0,1971,.
FEI,19950601,FEIC,30241L109,81705,6870371,0,1971,0
FemRx,19960327,FMRX,314463100,83262,8380000,0,1992,0
FHP Corp,19860702,FHPC,302426101,10451,12540000,0,1961,0
Fiberstars,19940818,FBST,315662106,80812,3215345,0,1985,0
FibroGen Inc,20141114,FGEN,31572Q808,15065,55528995,0,1993,0
FileNet,19870721,FILE,316869106,11531,9608170,0,1982,0
Financial Engines Inc,20100315,FNGN,31748510,93305,39505577,0,1996,0
Fingerhut,19900425,FHT,317867109,76146,24176470,0,1948,0
Finisar Inc,19991111,FNSR,31787A101,87390,40662365,0,1988,0
FinishMaster,19940223,FMST,31787P108,80243,6000000,0,1968,0
FireEye Inc,20130919,FEYE,31816Q101,14159,117470849,0,2004,0
FirePond Inc,20000204,FIRE,318224102,87605,37751713,0,1983,0
First Brands,19891213,FBR,319356101,75880,21911280,0,1977,0
First Data,19920409,FDC,319963104,77546,79000000,0,1978,0
First Data Corp,20151015,FDC,32008D106,15703,879030067,1,1989,0
FIRST DATA RESOURCES,19830913,FDRI,32006410,35546,4000000,0,1971,0
First Horizon Pharmaceutical,20000531,FHRX,32051K106,88249,12339643,0,1992,0
First Pacific Networks,19920722,FPNX,335933107,77794,17841542,0,1987,0
First Solar Inc,20061116,FSLR,336433107,91611,72329776,0,1999,0
First Team Sports,19871002,FTSP,337157101,11757,2447000,0,1986,0
First USA,19920527,FUS,33743H105,77634,25555068,0,1985,0
First Virtual Corp,19980429,FVCX,337485106,85979,15564837,0,1993,0
First Virtual Holdings,19961213,FVHI,337486104,84312,10101010,0,1994,0
Fischer Imaging,19910815,FIMG,337719108,76793,5060328,0,1973,0
FIserv,19860925,FISV,337738108,10696,6863593,0,1984,0
Fisher & Paykel Healthcare Ltd,20011113,FPHC,33774M10,89206,24977784,0,1970,0
Fitbit Inc,20150618,FIT,33812L102,15390,204650619,1,2007,0
Five Prime Therapeutics Inc,20130918,FPRX,33830X104,14161,16016807,0,2001,0
Five9 Inc,20140404,FIVN,338307101,14596,46047510,0,2001,0
Flair,19931215,FLAR,33848P101,79968,5557200,0,1982,1
Fleer Corp,19900605,FLER,338892102,76193,9201000,0,1913,0
FleetCor Technologies Inc,20101214,FLT,33904110,12449,78719146,0,2003,0
Flex Pharma Inc,20150129,FLKS,33938A105,15177,17805409,0,2014,0
FLEXIBLE COMPUTER,19831221,FLXX,33938010,36760,1500000,0,1983,0
Flexion Therapeutics,20140212,FLXN,33938J106,14457,14746147,0,2007,0
Flextronics,19870928,FLEX,339383101,11724,8084613,0,1969,0
Flextronics International,19940318,FLEX,Y2573F102,80329,9145603,0,1982,0
FLIR Systems,19930622,FLIR,302445101,79265,4605134,0,1978,0
FLOATING POINT SYSTEM,19780928,FLP,33973410,63589,3489134,0,1970,.
"FLOW SYSTEMS, INC.",19830310,FLOW,34347110,37058,1822000,0,1974,0
